ID,Target Pressure (bar)
0,0.21470242930757102
1,0.20701562286760913
2,0.2602336162843319
3,0.26984742405208356
4,0.25195284040098814
5,0.26564489650969086
6,0.14654757384800596
7,0.12854367911303946
8,0.15726243799714976
9,1.1407501817435828
10,1.0936274797139234
11,0.9507332272684819
12,1.308138557614739
13,1.2605200847560865
14,1.0898857552476613
15,1.0033404180650762
16,0.9409103512852548
17,0.8491152117819837
18,0.5959724853456602
19,0.5666830662279676
20,0.5458145806795239
21,0.37514537744547655
22,0.51114709616652
23,0.30538055586853896
24,0.32895576941046234
25,0.30797251552264077
26,0.2865609755535851
27,0.06872520643838488
28,0.05580675354724433
29,0.04530219581665377
30,0.054056869987311185
31,0.018115358949498058
32,0.022985503267515806
33,0.026768956311751784
34,0.017061006888669236
35,0.012843387435462941
36,0.3491667311665132
37,0.17360772436675043
38,0.13767117217978894
39,0.4919791274287865
40,0.2163204952881239
41,0.16179035152040913
42,0.3039913660718037
43,0.15494488090820543
44,0.11852290596694685
45,0.22315422240534344
46,0.11803990952881482
47,0.08929089606993147
48,0.04612566518868294
49,0.05542569468319044
50,0.028704380833564858
51,0.0910665780886405
52,0.04384870288090834
53,0.02331681766915869
54,0.12892252098211865
55,0.1440323056492556
56,0.11643914942057094
57,0.09856781225502013
58,0.10754451313304213
59,0.089294224682055
60,0.07119873577911837
61,0.09523492404392271
62,0.07625182098301275
63,0.7775220212348204
64,0.6715382286795926
65,0.4209057235894374
66,0.7316025312658958
67,0.6046749494984646
68,0.3757792017203914
69,0.6659283457102845
70,0.4897948563512857
71,0.3475035965546947
72,0.4046202752732217
73,0.3782974650367084
74,0.2786233757569064
75,0.17276477152134007
76,0.1328087951451563
77,0.12389132922992109
78,0.16741752859474443
79,0.1669339048751051
80,0.12033448350266206
81,0.10529191331511989
82,0.10362915625826412
83,0.09967269768995252
84,0.06269432840889368
85,0.059227806701057095
86,0.056235332154083856
87,0.03639502509621272
88,0.03494841240838963
89,0.041262316268453496
90,0.37054266780989026
91,0.2932023797358434
92,0.2830985968382049
93,0.3371518375813192
94,0.2641200747908778
95,0.24640898932404007
96,0.2235161287635187
97,0.18138626767835586
98,0.16962305818492843
99,0.26212492654018654
100,0.2236703190732585
101,0.1972532638010819
102,0.14300547363950436
103,0.10484205743753237
104,0.07054638385509611
105,0.08424193846950716
106,0.07222818296191678
107,0.06966126695380054
108,0.15377690002106373
109,0.14948786571509975
110,0.14747395541404715
111,0.10425713546634928
112,0.09900945868416257
113,0.09662117431041801
114,0.08135632200029114
115,0.08423698644502638
116,0.08772353065468491
117,1.002576147570182
118,0.8229311086271577
119,0.6116256485335888
120,0.8061656033305575
121,0.6560452620201036
122,0.5111243322936024
123,0.497303981431467
124,0.45288021851056826
125,0.37414432679967385
126,0.5331489705107111
127,0.4411302349288899
128,0.3342808812216867
129,0.23724043873219322
130,0.19919297913860712
131,0.16513783573357765
132,0.189585174463113
133,0.18453162966887948
134,0.1647169087189411
135,0.10558062966508686
136,0.12531108061454108
137,0.1118767364827301
138,0.04441081235120576
139,0.05045466953439201
140,0.050386859086901874
141,0.028934048321383327
142,0.04554386780575346
143,0.035838842084882194
144,0.5370979467901148
145,0.41707681384088335
146,0.3272723841771957
147,0.5288792281092939
148,0.4504815720024411
149,0.28867125459301013
150,0.32495148278684743
151,0.28676780036395055
152,0.2140059648909648
153,0.2806864985932374
154,0.2684761418655836
155,0.23784084239618233
156,0.15093322509942744
157,0.10292900355150063
158,0.07221305973440527
159,0.11544881274701553
160,0.10509959004978564
161,0.07386556857458647
162,0.15783627817394277
163,0.1452359643264577
164,0.13529737577415538
165,0.14053803091545636
166,0.12107120809901245
167,0.10344040940389182
168,0.09783487587057908
169,0.08621884475856388
170,0.08719017594346677
171,0.8581390908464149
172,0.5472609870963799
173,0.42841575063828036
174,1.1991308055617196
175,0.6784994358955453
176,0.49170516684946025
177,0.7453918317477449
178,0.5067511411885147
179,0.4182351838989205
180,0.4784338142245595
181,0.3376047681927506
182,0.2717912113108942
183,0.17977953029760838
184,0.17806403263461232
185,0.1444043515151189
186,0.25056478460835424
187,0.17890978634068824
188,0.14739243281369144
189,0.08410271644956786
190,0.07285263869342827
191,0.06290977663760934
192,0.07132096859438199
193,0.06697858087802118
194,0.05842546911484161
195,0.05345202630167423
196,0.055091400318370405
197,0.05195896876070586
198,0.38199776996145224
199,0.3075835647391711
200,0.2585293404045769
201,0.3509966902106203
202,0.2850607395856482
203,0.23294725846406958
204,0.3081424868302824
205,0.24861529600464435
206,0.20990047309438217
207,0.24454976807277015
208,0.20151845472687277
209,0.16191766596511373
210,0.09657421720243979
211,0.09179989274929312
212,0.08359127233836212
213,0.12050103061871471
214,0.10033166763734909
215,0.08165551787314847
216,0.06146475595410942
217,0.05744051088932183
218,0.06321404216919783
219,0.04698641731157521
220,0.044440080817564405
221,0.05071223302536094
222,0.04309421513336803
223,0.0401090050440107
224,0.04813478153269587
225,0.32695225759107766
226,0.32979030676341065
227,0.32525982098913275
228,0.2736156756068558
229,0.27367872046471864
230,0.2679728099700044
231,0.2638407938043887
232,0.26351417651080883
233,0.258890057301708
234,0.205787457503163
235,0.20504881897910565
236,0.20613053850042065
237,0.14914208794193543
238,0.10490228214933016
239,0.10210539279979076
240,0.08655467908354952
241,0.08789502669659759
242,0.09617575769975367
243,0.21320767034304042
244,0.18803845400158659
245,0.16880743683292776
246,0.2128390238664569
247,0.18714274904386966
248,0.16204455027165512
249,0.18797562823284888
250,0.15854718965465064
251,0.1391360622176688
252,1.6262055178693073
253,1.0388435898369082
254,0.5843280303301507
255,1.6473046194738206
256,1.0416755036461078
257,0.5890796836896519
258,1.6086724167582525
259,1.0134653257975303
260,0.5642884917764136
261,0.9474889586079387
262,0.596443048183923
263,0.39787741664134707
264,0.24754829016227362
265,0.24863481378698704
266,0.21408531792213956
267,0.6255334642911405
268,0.34501060088513763
269,0.2232239187053113
270,0.07939450392959568
271,0.0853189966272042
272,0.08338310504255338
273,0.04678604837437397
274,0.05834623638473955
275,0.06204776237265017
276,0.04624680174210496
277,0.05892892820678169
278,0.06306917718688336
279,0.39956497250723655
280,0.37735138048729894
281,0.3540989028615771
282,0.34113432725792414
283,0.3299391549815377
284,0.30384482376295957
285,0.2823413944595933
286,0.2798629266470876
287,0.27285331769882876
288,0.26144357192221157
289,0.25874680950745144
290,0.24303571942635216
291,0.14085603914245193
292,0.1077794000620737
293,0.09524794940090194
294,0.07857878646368886
295,0.09251114631055311
296,0.0945717066758162
297,0.1464994162580446
298,0.13947085426543337
299,0.131083037136311
300,0.12241412476501941
301,0.11424035880595133
302,0.10569779887333282
303,0.09652598909580584
304,0.09247171668575516
305,0.08680819280187795
306,0.5774636435669235
307,0.5283805901224619
308,0.4741866290001496
309,0.5228039116341577
310,0.4724967750326772
311,0.4375498098935098
312,0.4514132659055501
313,0.40618743903739624
314,0.3749731544527677
315,0.38667860145363875
316,0.3617088429719193
317,0.34090720824459586
318,0.22356992846515636
319,0.19809302556283157
320,0.16739808473667786
321,0.20630953257247805
322,0.17539256310365167
323,0.16638926177697413
324,0.10500146857103475
325,0.10546119976245423
326,0.10116795480772961
327,0.08061959120153338
328,0.07722520905828618
329,0.07600977023875566
330,0.07434059756817762
331,0.07585341921190535
